Mouse ID,Timepoint,Tumor Volume (mm3),Metastatic Sites,Drug Regimen,Sex,Age_months,Weight (g)
x930,20,52.55606575,0,Naftisol,Male,13,26
u327,20,53.18987907,0,Ketapril,Male,17,25
q610,20,46.58543347,0,Ramicane,Female,18,21
b559,20,55.65445572,1,Naftisol,Male,20,26
j913,20,42.16834132,0,Ramicane,Female,4,17
v603,20,53.72124193,0,Ketapril,Female,22,30
g497,20,55.09699356,1,Ketapril,Male,19,28
z795,20,53.28065717,1,Naftisol,Female,13,29
a520,20,35.94774514,0,Ramicane,Male,13,21
d474,20,51.73149416,0,Ketapril,Male,18,27
d251,20,37.65209085,1,Ramicane,Female,8,19
s710,20,42.62996266,1,Capomulin,Female,1,23
r604,20,51.90275292,1,Naftisol,Male,7,30
x401,20,36.06583471,0,Capomulin,Female,16,15
m269,20,61.14586638,0,Stelasyn,Female,22,28
a963,20,51.46373448,0,Stelasyn,Female,23,27
p189,20,56.53020447,3,Ketapril,Male,8,28
n304,20,49.25330863,1,Naftisol,Male,9,26
u149,25,52.92534846,0,Ceftamin,Male,24,29
x264,25,56.89105283,2,Naftisol,Female,21,27
l725,25,65.00882889,2,Naftisol,Female,8,26
i177,25,34.0821803,1,Ramicane,Male,10,18
l471,25,52.84755893,1,Ceftamin,Female,7,28
r944,25,41.08699106,1,Capomulin,Male,12,25
v295,25,57.69185918,3,Naftisol,Female,2,27
x930,25,53.7261013,0,Naftisol,Male,13,26
c927,25,56.54551947,2,Propriva,Female,4,26
a520,25,36.55858129,1,Ramicane,Male,13,21
y865,25,57.17353846,2,Ceftamin,Male,23,26
b559,25,57.04366929,1,Naftisol,Male,20,26
m546,25,37.44444543,0,Ramicane,Male,18,16
v991,25,60.01674733,2,Propriva,Female,10,30
l700,25,54.23450181,1,Naftisol,Female,18,27
w167,25,61.86857673,0,Placebo,Female,6,28
s710,25,43.06040875,1,Capomulin,Female,1,23
n304,25,53.97085924,2,Naftisol,Male,9,26
k210,25,54.61397279,0,Ceftamin,Male,15,28
p438,25,54.51057493,0,Ceftamin,Female,11,26
x581,25,51.93528318,3,Ceftamin,Female,19,28
q582,25,51.96821056,2,Placebo,Male,5,30
r604,25,52.93685812,1,Naftisol,Male,7,30
j119,25,42.41716589,1,Capomulin,Female,7,23
l490,25,55.81003359,2,Ceftamin,Male,24,26
q483,25,52.43006649,1,Ceftamin,Male,6,26
a275,25,53.57606417,1,Ceftamin,Female,20,28
a818,25,56.96627332,0,Naftisol,Female,12,28
l733,25,54.95166826,1,Ceftamin,Female,4,30
o287,25,52.06848642,3,Ceftamin,Male,2,28
z969,25,63.14565213,2,Naftisol,Male,9,30
m133,25,54.08243662,2,Naftisol,Female,2,26
t565,25,37.34220976,0,Capomulin,Female,20,17
l509,25,44.00625702,2,Capomulin,Male,17,21
o795,25,65.74177723,4,Placebo,Female,20,26
t724,25,59.82606797,1,Naftisol,Female,2,25
b759,25,55.08363235,0,Ceftamin,Female,12,25
b487,25,56.05774909,1,Ceftamin,Female,6,28
u196,25,46.7053254,1,Ramicane,Male,18,25
r701,25,57.89848998,1,Naftisol,Male,21,25
y478,25,57.82697598,1,Placebo,Female,3,25
x773,25,51.10442109,3,Placebo,Female,21,30
x822,25,54.04133326,2,Ceftamin,Male,3,29
o809,25,52.31817407,1,Infubinol,Male,3,25
i557,25,44.59621854,0,Capomulin,Female,1,24
p136,25,56.28147652,1,Zoniferol,Female,5,28
c559,25,54.55544168,2,Zoniferol,Female,19,28
m269,25,64.89301976,0,Stelasyn,Female,22,28
a788,25,56.7702803,1,Zoniferol,Male,5,30
x401,25,36.61712031,0,Capomulin,Female,16,15
a963,25,52.12980374,0,Stelasyn,Female,23,27
l897,25,45.35467916,0,Capomulin,Male,17,19
s337,25,50.9706889,2,Zoniferol,Male,14,27
b313,25,55.74514628,1,Zoniferol,Male,12,27
j989,25,39.93411249,1,Ramicane,Male,8,19
q511,25,57.25758287,0,Zoniferol,Female,2,28
t451,25,55.52755345,0,Stelasyn,Male,8,29
c302,25,55.07622853,3,Zoniferol,Female,10,29
o926,25,54.76333852,3,Zoniferol,Male,15,29
p981,25,52.5447048,1,Stelasyn,Male,20,29
c264,25,56.96676876,2,Zoniferol,Female,11,27
d251,25,38.09751328,1,Ramicane,Female,8,19
w540,25,52.60026955,2,Stelasyn,Female,8,26
j365,25,51.8103204,1,Zoniferol,Male,24,28
j913,25,37.86066936,0,Ramicane,Female,4,17
a411,25,38.7014384,1,Ramicane,Male,3,22
k894,25,52.32583833,2,Zoniferol,Female,13,29
g296,25,55.6701066,3,Zoniferol,Female,14,29
w914,25,40.29191661,0,Capomulin,Male,24,21
q610,25,40.14645019,0,Ramicane,Female,18,21
w575,25,58.58732169,1,Zoniferol,Female,16,28
h333,25,53.73091434,2,Stelasyn,Male,21,27
m601,25,33.11875607,1,Capomulin,Male,22,17
q633,25,55.6831017,1,Zoniferol,Male,12,25
f234,25,52.17860221,2,Stelasyn,Male,14,28
f545,25,60.25348139,1,Zoniferol,Female,20,26
x402,25,52.43173664,2,Stelasyn,Male,21,28
a401,25,54.20983551,3,Zoniferol,Female,8,25
a492,25,54.70122868,1,Stelasyn,Male,20,25
a444,25,42.29139437,0,Ramicane,Female,10,25
c458,25,37.75314964,2,Ramicane,Female,23,20
z795,25,57.94709984,2,Naftisol,Female,13,29
s185,25,33.94994037,0,Capomulin,Female,3,17
a366,25,59.01172817,0,Stelasyn,Female,16,29
s187,25,56.48521984,1,Propriva,Male,22,25
s565,25,58.55361079,1,Stelasyn,Female,3,29
r921,25,42.65534089,1,Ramicane,Female,5,25
o302,25,60.51710253,0,Placebo,Female,2,29
g570,25,56.8494056,1,Propriva,Male,16,29
j755,25,58.05581822,1,Naftisol,Male,23,27
e213,25,55.22447615,2,Naftisol,Male,8,27
t718,25,55.87658787,3,Placebo,Female,10,30
u364,25,35.50361557,2,Capomulin,Male,18,17
g558,25,55.75408257,2,Propriva,Male,8,29
e584,25,51.38641908,2,Naftisol,Male,9,27
e291,25,55.1389525,2,Naftisol,Female,14,29
a644,25,41.48122408,0,Ramicane,Female,7,17
o562,25,54.74273316,1,Propriva,Female,4,25
r811,25,37.61401068,0,Ramicane,Male,9,19
r107,25,57.70666715,1,Propriva,Female,2,28
p387,25,58.09848946,0,Stelasyn,Male,3,30
i635,25,52.92882323,1,Propriva,Male,21,26
w350,25,52.80591518,1,Propriva,Male,7,26
k403,25,33.46457735,1,Ramicane,Male,21,16
j984,25,57.06435479,1,Stelasyn,Female,2,30
p310,25,55.34183416,2,Propriva,Male,6,26
a897,25,56.41331977,3,Placebo,Male,7,28
a699,25,51.84638147,0,Propriva,Female,5,28
w697,25,57.6103943,3,Stelasyn,Female,14,30
c402,25,58.26988853,2,Stelasyn,Female,1,27
b742,25,38.61768433,0,Capomulin,Male,7,21
k862,25,58.7192973,2,Stelasyn,Female,13,25
t198,25,56.18466399,3,Propriva,Male,22,26
c758,25,43.6022673,1,Ramicane,Male,9,17
c757,25,57.10641821,2,Placebo,Male,9,27
s141,25,53.80437038,1,Propriva,Male,8,25
i901,25,56.575195,0,Stelasyn,Male,23,29
b879,25,56.46998744,2,Stelasyn,Female,4,26
v923,25,40.15641269,1,Capomulin,Female,19,21
y769,25,58.33595901,3,Ceftamin,Female,6,27
g791,25,35.56939935,1,Ramicane,Male,11,16
c282,25,56.29220039,1,Placebo,Male,12,27
s121,25,55.65068132,2,Infubinol,Male,23,26
g107,25,64.66362579,0,Ketapril,Female,2,29
k804,25,55.67480798,1,Infubinol,Female,23,29
w151,25,51.8690587,2,Ceftamin,Male,24,25
d474,25,54.27932462,0,Ketapril,Male,18,27
e227,25,60.60029169,1,Placebo,Male,1,30
m550,25,57.62068237,4,Ketapril,Male,18,28
r554,25,33.89334515,3,Capomulin,Female,8,17
f345,25,53.0788944,0,Infubinol,Male,23,26
c139,25,61.46196976,0,Infubinol,Male,11,28
g288,25,42.36869239,1,Capomulin,Male,3,19
p189,25,62.10895956,3,Ketapril,Male,8,28
g497,25,57.52444611,2,Ketapril,Male,19,28
g316,25,46.80922469,1,Capomulin,Female,22,22
y260,25,54.43756172,4,Ketapril,Female,7,25
c895,25,57.53419288,2,Infubinol,Female,7,29
i334,25,38.24881732,1,Ramicane,Female,8,20
h246,25,59.5488537,1,Ketapril,Male,13,30
k483,25,57.43200731,2,Infubinol,Female,20,30
z578,25,37.41411419,0,Ramicane,Male,11,16
c766,25,58.21462437,3,Placebo,Female,13,26
a577,25,54.38093154,2,Infubinol,Female,6,25
c819,25,51.82835706,1,Ketapril,Male,21,25
q597,25,42.57570709,1,Ramicane,Male,20,25
c832,25,58.89181644,2,Ketapril,Male,18,29
i669,25,53.30318455,2,Placebo,Female,18,27
a685,25,51.93995092,0,Infubinol,Male,8,30
a262,25,60.13186217,2,Placebo,Female,17,29
m650,25,62.2535969,2,Ketapril,Male,15,27
y163,25,56.17638452,1,Infubinol,Female,17,27
n671,25,56.17445785,0,Infubinol,Male,18,25
v289,25,56.72009545,0,Ketapril,Female,3,26
b128,25,43.26214483,1,Capomulin,Female,9,22
m957,25,37.69543154,1,Capomulin,Female,3,19
o973,25,53.17981471,1,Ketapril,Female,11,29
n763,25,53.40587053,2,Placebo,Female,16,25
o331,25,61.10230575,1,Ketapril,Male,24,30
j296,25,55.76714817,3,Ceftamin,Female,24,30
q132,25,52.7804893,4,Infubinol,Female,1,30
w584,25,55.65083791,1,Infubinol,Male,3,29
j246,25,44.55522595,0,Capomulin,Female,21,21
e476,25,57.408638,0,Infubinol,Male,23,26
c580,25,56.28906231,2,Ketapril,Male,22,25
u327,25,56.05963409,0,Ketapril,Male,17,25
i386,25,56.68786392,3,Infubinol,Female,23,29
s152,25,64.11914213,2,Placebo,Female,4,30
w422,25,56.95791715,2,Ketapril,Female,18,26
v603,25,56.07523001,1,Ketapril,Female,22,30
a251,25,57.4146457,1,Infubinol,Female,21,25
l661,25,53.18065678,2,Ceftamin,Male,18,26
k382,25,59.50390392,3,Ketapril,Male,22,29
i738,25,34.97343761,0,Capomulin,Female,23,20
n923,25,56.85546498,2,Ketapril,Male,19,30
e662,25,44.66459432,1,Ramicane,Male,8,24
n364,25,33.20500824,0,Ramicane,Male,4,17
q787,25,52.71318786,2,Placebo,Male,17,27
y793,25,38.9927339,2,Capomulin,Male,17,17
z581,25,54.31640682,2,Infubinol,Female,24,25
s508,25,36.33856894,0,Ramicane,Male,1,17
a203,25,56.79320832,1,Infubinol,Female,20,23
m650,30,64.90188755,3,Ketapril,Male,15,27
n763,30,55.41365961,3,Placebo,Female,16,25
z578,30,37.81593487,0,Ramicane,Male,11,16
c758,30,44.11827028,1,Ramicane,Male,9,17
v923,30,40.75221626,2,Capomulin,Female,19,21
k862,30,60.60543979,3,Stelasyn,Female,13,25
g570,30,60.32871705,1,Propriva,Male,16,29
e584,30,54.98440767,3,Naftisol,Male,9,27
t198,30,56.92497431,3,Propriva,Male,22,26
s141,30,55.84141007,1,Propriva,Male,8,25
c139,30,64.14987077,1,Infubinol,Male,11,28
w422,30,60.09663467,3,Ketapril,Female,18,26
b742,30,39.1679495,0,Capomulin,Male,7,21
i557,30,45.26138381,0,Capomulin,Female,1,24
u364,30,35.9783344,2,Capomulin,Male,18,17
g316,30,44.22147988,2,Capomulin,Female,22,22
r921,30,43.41938077,1,Ramicane,Female,5,25
m550,30,60.85654272,4,Ketapril,Male,18,28
e213,30,56.45872864,3,Naftisol,Male,8,27
a203,30,59.52319728,1,Infubinol,Female,20,23
a644,30,37.21112063,0,Ramicane,Female,7,17
j755,30,60.00720978,1,Naftisol,Male,23,27
r107,30,58.40647256,1,Propriva,Female,2,28
p387,30,63.26924552,0,Stelasyn,Male,3,30
c895,30,60.96971133,2,Infubinol,Female,7,29
r811,30,38.24206639,0,Ramicane,Male,9,19
c580,30,58.04656941,3,Ketapril,Male,22,25
f345,30,54.36379731,1,Infubinol,Male,23,26
o302,30,62.03059364,1,Placebo,Female,2,29
e662,30,45.35023242,1,Ramicane,Male,8,24
b879,30,60.90761481,2,Stelasyn,Female,4,26
s565,30,63.66896678,1,Stelasyn,Female,3,29
t718,30,57.70411372,3,Placebo,Female,10,30
g558,30,58.95282911,3,Propriva,Male,8,29
c757,30,60.09857184,2,Placebo,Male,9,27
i901,30,60.59185755,0,Stelasyn,Male,23,29
i635,30,53.5970382,2,Propriva,Male,21,26
s187,30,60.00878263,2,Propriva,Male,22,25
c402,30,63.74319428,2,Stelasyn,Female,1,27
a699,30,54.37934505,0,Propriva,Female,5,28
c264,30,57.82391556,2,Zoniferol,Female,11,27
p136,30,57.05280546,1,Zoniferol,Female,5,28
g497,30,61.108186,2,Ketapril,Male,19,28
d251,30,38.71825638,2,Ramicane,Female,8,19
r554,30,32.68065459,3,Capomulin,Female,8,17
j365,30,54.40488176,1,Zoniferol,Male,24,28
z581,30,56.28674991,2,Infubinol,Female,24,25
a492,30,56.20104104,1,Stelasyn,Male,20,25
a444,30,42.78627835,0,Ramicane,Female,10,25
q787,30,55.03620625,2,Placebo,Male,17,27
a401,30,55.91016159,3,Zoniferol,Female,8,25
f545,30,65.89398607,1,Zoniferol,Female,20,26
x402,30,54.35158463,3,Stelasyn,Male,21,28
f234,30,56.87381654,2,Stelasyn,Male,14,28
a251,30,59.86124129,1,Infubinol,Female,21,25
q633,30,58.05725257,1,Zoniferol,Male,12,25
c458,30,38.34200823,2,Ramicane,Female,23,20
v603,30,57.99055378,1,Ketapril,Female,22,30
j246,30,38.04408202,1,Capomulin,Female,21,21
w575,30,60.15306524,1,Zoniferol,Female,16,28
w914,30,40.99311013,0,Capomulin,Male,24,21
q610,30,40.66834256,1,Ramicane,Female,18,21
i386,30,59.13364029,3,Infubinol,Female,23,29
m601,30,31.75827491,1,Capomulin,Male,22,17
k894,30,54.40012279,3,Zoniferol,Female,13,29
u327,30,57.31407239,0,Ketapril,Male,17,25
g296,30,57.99770642,3,Zoniferol,Female,14,29
j913,30,34.75724046,0,Ramicane,Female,4,17
q132,30,54.65654872,4,Infubinol,Female,1,30
i334,30,39.00555435,1,Ramicane,Female,8,20
x401,30,32.91529186,0,Capomulin,Female,16,15
o809,30,54.8326288,1,Infubinol,Male,3,25
c559,30,57.14614388,2,Zoniferol,Female,19,28
o331,30,66.33066347,1,Ketapril,Male,24,30
a897,30,59.91693443,3,Placebo,Male,7,28
a577,30,57.03186187,2,Infubinol,Female,6,25
j984,30,61.24050573,1,Stelasyn,Female,2,30
q597,30,43.33916123,1,Ramicane,Male,20,25
k403,30,31.09949753,1,Ramicane,Male,21,16
w350,30,55.87990896,1,Propriva,Male,7,26
c832,30,60.49637579,2,Ketapril,Male,18,29
s185,30,32.95967078,1,Capomulin,Female,3,17
w584,30,58.26844248,1,Infubinol,Male,3,29
y163,30,59.41253724,2,Infubinol,Female,17,27
h333,30,55.45528975,2,Stelasyn,Male,21,27
a262,30,64.95809178,3,Placebo,Female,17,29
w697,30,60.72063591,3,Stelasyn,Female,14,30
p981,30,56.33910432,1,Stelasyn,Male,20,29
c302,30,57.41974389,3,Zoniferol,Female,10,29
t451,30,59.27582268,0,Stelasyn,Male,8,29
k483,30,59.74707708,2,Infubinol,Female,20,30
q511,30,59.3643535,1,Zoniferol,Female,2,28
o973,30,57.76995952,1,Ketapril,Female,11,29
l897,30,39.35279201,1,Capomulin,Male,17,19
j989,30,34.67178107,1,Ramicane,Male,8,19
g288,30,42.87446056,1,Capomulin,Male,3,19
s337,30,52.74771768,3,Zoniferol,Male,14,27
a963,30,53.40166738,1,Stelasyn,Female,23,27
k804,30,59.24061511,2,Infubinol,Female,23,29
d474,30,55.34134157,0,Ketapril,Male,18,27
a788,30,60.41370908,1,Zoniferol,Male,5,30
m269,30,67.71250988,1,Stelasyn,Female,22,28
o926,30,56.91739838,3,Zoniferol,Male,15,29
b128,30,40.60533486,1,Capomulin,Female,9,22
a366,30,63.44068627,1,Stelasyn,Female,16,29
r701,30,60.34181872,1,Naftisol,Male,21,25
m957,30,38.21247939,1,Capomulin,Female,3,19
v295,30,59.33377202,3,Naftisol,Female,2,27
b759,30,55.74282869,1,Ceftamin,Female,12,25
n364,30,33.817758,0,Ramicane,Male,4,17
z969,30,65.84101274,3,Naftisol,Male,9,30
w151,30,56.76715821,2,Ceftamin,Male,24,25
l700,30,56.653215,1,Naftisol,Female,18,27
o287,30,54.50300122,3,Ceftamin,Male,2,28
t724,30,64.2345947,2,Naftisol,Female,2,25
r944,30,41.68079111,1,Capomulin,Male,12,25
x773,30,52.81311518,4,Placebo,Female,21,30
l509,30,44.70805473,2,Capomulin,Male,17,21
a275,30,54.44471317,2,Ceftamin,Female,20,28
g107,30,69.16051982,0,Ketapril,Female,2,29
s508,30,35.47402235,0,Ramicane,Male,1,17
l471,30,58.09360446,1,Ceftamin,Female,7,28
u196,30,47.62281636,2,Ramicane,Male,18,25
p438,30,56.40642173,0,Ceftamin,Female,11,26
j296,30,56.80306121,3,Ceftamin,Female,24,30
n923,30,59.63256052,3,Ketapril,Male,19,30
a411,30,39.13073724,1,Ramicane,Male,3,22
l733,30,56.31906537,1,Ceftamin,Female,4,30
p189,30,67.10453665,4,Ketapril,Male,8,28
n304,30,55.03901985,3,Naftisol,Male,9,26
q582,30,52.6488935,2,Placebo,Male,5,30
g791,30,34.95258284,1,Ramicane,Male,11,16
n671,30,60.16518046,0,Infubinol,Male,18,25
e227,30,62.46438515,2,Placebo,Male,1,30
o795,30,68.21706974,4,Placebo,Female,20,26
r604,30,54.68821536,2,Naftisol,Male,7,30
x581,30,55.49282602,3,Ceftamin,Female,19,28
c819,30,56.0989982,1,Ketapril,Male,21,25
l490,30,57.91838132,3,Ceftamin,Male,24,26
a818,30,60.07237198,0,Naftisol,Female,12,28
c766,30,60.2559245,3,Placebo,Female,13,26
l725,30,66.59954515,3,Naftisol,Female,8,26
q483,30,54.95222585,1,Ceftamin,Male,6,26
t565,30,32.86891617,0,Capomulin,Female,20,17
j119,30,43.01368114,1,Capomulin,Female,7,23
l661,30,55.32909936,2,Ceftamin,Male,18,26
m546,30,37.96993365,0,Ramicane,Male,18,16
x822,30,55.44515483,2,Ceftamin,Male,3,29
k210,30,59.98950976,1,Ceftamin,Male,15,28
w167,30,67.19787186,0,Placebo,Female,6,28
h246,30,63.59960954,1,Ketapril,Male,13,30
s710,30,43.57170323,1,Capomulin,Female,1,23
v991,30,62.74364308,3,Propriva,Female,10,30
b559,30,61.19038663,1,Naftisol,Male,20,26
i738,30,35.57877987,1,Capomulin,Female,23,20
z795,30,59.7896359,2,Naftisol,Female,13,29
c282,30,59.00590207,1,Placebo,Male,12,27
e476,30,57.99279743,1,Infubinol,Male,23,26
k382,30,63.46944155,4,Ketapril,Male,22,29
y769,30,61.07194886,3,Ceftamin,Female,6,27
o562,30,59.65352453,1,Propriva,Female,4,25
i177,30,34.71147302,1,Ramicane,Male,10,18
y478,30,59.37461452,1,Placebo,Female,3,25
y865,30,59.0332753,3,Ceftamin,Male,23,26
a520,30,36.94770981,1,Ramicane,Male,13,21
x264,30,58.15869423,3,Naftisol,Female,21,27
a685,30,55.45385519,1,Infubinol,Male,8,30
y793,30,35.72602314,2,Capomulin,Male,17,17
y260,30,58.58267634,4,Ketapril,Female,7,25
c927,30,60.7539246,2,Propriva,Female,4,26
i334,35,39.7695521,2,Ramicane,Female,8,20
l897,35,37.68276664,1,Capomulin,Male,17,19
o809,35,55.62942846,1,Infubinol,Male,3,25
a520,35,37.62471026,1,Ramicane,Male,13,21
p189,35,67.87377675,4,Ketapril,Male,8,28
k483,35,60.54156159,2,Infubinol,Female,20,30
x822,35,56.79656665,2,Ceftamin,Male,3,29
a963,35,56.81397646,1,Stelasyn,Female,23,27
l725,35,69.12570173,3,Naftisol,Female,8,26
l733,35,57.60079774,1,Ceftamin,Female,4,30
m269,35,68.68991735,1,Stelasyn,Female,22,28
y478,35,61.88802678,1,Placebo,Female,3,25
s185,35,28.32853059,1,Capomulin,Female,3,17
s337,35,54.81081251,3,Zoniferol,Male,14,27
o973,35,60.24221931,1,Ketapril,Female,11,29
d474,35,56.47911257,0,Ketapril,Male,18,27
h246,35,67.2112701,2,Ketapril,Male,13,30
j989,35,35.1155898,1,Ramicane,Male,8,19
k804,35,62.11727887,2,Infubinol,Female,23,29
e227,35,66.94912136,3,Placebo,Male,1,30
w151,35,58.33914095,2,Ceftamin,Male,24,25
q511,35,60.83866059,1,Zoniferol,Female,2,28
l700,35,61.46260354,1,Naftisol,Female,18,27
t451,35,63.75698964,0,Stelasyn,Male,8,29
e662,35,43.22027636,1,Ramicane,Male,8,24
z581,35,58.62839878,3,Infubinol,Female,24,25
c264,35,61.07479506,2,Zoniferol,Female,11,27
w914,35,41.66491577,1,Capomulin,Male,24,21
l661,35,56.47412871,2,Ceftamin,Male,18,26
v603,35,63.18943184,1,Ketapril,Female,22,30
j246,35,38.75326548,1,Capomulin,Female,21,21
q610,35,36.56165229,2,Ramicane,Female,18,21
l509,35,40.2072885,2,Capomulin,Male,17,21
m546,35,38.62753581,1,Ramicane,Male,18,16
w575,35,63.68644503,2,Zoniferol,Female,16,28
i386,35,64.92542037,3,Infubinol,Female,23,29
y865,35,61.15313991,3,Ceftamin,Male,23,26
n364,35,34.48752204,1,Ramicane,Male,4,17
i738,35,36.17595269,1,Capomulin,Female,23,20
k894,35,55.36266238,4,Zoniferol,Female,13,29
c282,35,59.88765475,1,Placebo,Male,12,27
g296,35,60.38451978,4,Zoniferol,Female,14,29
u327,35,58.08902837,1,Ketapril,Male,17,25
j913,35,35.17014843,0,Ramicane,Female,4,17
y769,35,63.43063221,3,Ceftamin,Female,6,27
m601,35,30.83435704,1,Capomulin,Male,22,17
a444,35,41.73595083,0,Ramicane,Female,10,25
q633,35,63.1256593,1,Zoniferol,Male,12,25
l471,35,61.40599916,1,Ceftamin,Female,7,28
a251,35,60.90388455,1,Infubinol,Female,21,25
x401,35,30.20682488,0,Capomulin,Female,16,15
n304,35,57.12241926,4,Naftisol,Male,9,26
o795,35,69.08509415,4,Placebo,Female,20,26
p136,35,57.63078195,1,Zoniferol,Female,5,28
n923,35,60.35629432,3,Ketapril,Male,19,30
r604,35,59.21700015,2,Naftisol,Male,7,30
t565,35,33.51567063,0,Capomulin,Female,20,17
d251,35,37.70852942,2,Ramicane,Female,8,19
j365,35,56.96120016,2,Zoniferol,Male,24,28
c559,35,59.45504074,2,Zoniferol,Female,19,28
a492,35,57.30855379,1,Stelasyn,Male,20,25
g497,35,64.0948893,2,Ketapril,Male,19,28
z969,35,69.17624607,4,Naftisol,Male,9,30
a401,35,60.34714467,3,Zoniferol,Female,8,25
f545,35,66.74292417,1,Zoniferol,Female,20,26
u196,35,47.00146542,2,Ramicane,Male,18,25
x402,35,55.24096223,3,Stelasyn,Male,21,28
r554,35,33.06933705,3,Capomulin,Female,8,17
q787,35,60.33385242,3,Placebo,Male,17,27
f234,35,57.74875831,2,Stelasyn,Male,14,28
j296,35,58.71448296,3,Ceftamin,Female,24,30
c302,35,62.23657157,3,Zoniferol,Female,10,29
c832,35,61.12448717,2,Ketapril,Male,18,29
g288,35,38.95411458,1,Capomulin,Male,3,19
f345,35,56.52332726,1,Infubinol,Male,23,26
g107,35,71.90511721,0,Ketapril,Female,2,29
b559,35,65.70576275,1,Naftisol,Male,20,26
r701,35,64.73001045,1,Naftisol,Male,21,25
m550,35,62.53915386,4,Ketapril,Male,18,28
x773,35,55.19273639,4,Placebo,Female,21,30
b128,35,37.96764437,1,Capomulin,Female,9,22
p387,35,66.4922038,1,Stelasyn,Male,3,30
t724,35,67.74432795,2,Naftisol,Female,2,25
s565,35,64.77657909,2,Stelasyn,Female,3,29
r811,35,36.00302016,1,Ramicane,Male,9,19
i635,35,55.67999656,2,Propriva,Male,21,26
o287,35,55.11829029,4,Ceftamin,Male,2,28
c766,35,65.95236791,4,Placebo,Female,13,26
o926,35,58.59399318,3,Zoniferol,Male,15,29
r944,35,40.40176542,2,Capomulin,Male,12,25
i901,35,62.12733561,0,Stelasyn,Male,23,29
g316,35,44.70283296,2,Capomulin,Female,22,22
a818,35,63.29854586,0,Naftisol,Female,12,28
m650,35,69.26574681,4,Ketapril,Male,15,27
b879,35,64.26088633,2,Stelasyn,Female,4,26
z578,35,38.50482444,0,Ramicane,Male,11,16
n763,35,57.38241296,3,Placebo,Female,16,25
y793,35,36.3278696,2,Capomulin,Male,17,17
u364,35,35.45948978,2,Capomulin,Male,18,17
k382,35,66.07918483,4,Ketapril,Male,22,29
t718,35,60.46389851,3,Placebo,Female,10,30
e584,35,58.08655989,3,Naftisol,Male,9,27
e476,35,60.0643402,1,Infubinol,Male,23,26
v991,35,63.89531294,4,Propriva,Female,10,30
g558,35,60.86215883,4,Propriva,Male,8,29
z795,35,60.43565416,2,Naftisol,Female,13,29
i557,35,45.94194901,0,Capomulin,Female,1,24
p438,35,57.53855546,1,Ceftamin,Female,11,26
w167,35,68.13428817,0,Placebo,Female,6,28
i177,35,35.1521662,1,Ramicane,Male,10,18
a203,35,61.93165007,2,Infubinol,Female,20,23
a644,35,35.12863083,0,Ramicane,Female,7,17
c927,35,61.87227365,3,Propriva,Female,4,26
j755,35,62.7328576,1,Naftisol,Male,23,27
y260,35,59.60355821,4,Ketapril,Female,7,25
w422,35,61.40961994,4,Ketapril,Female,18,26
x264,35,61.29960778,4,Naftisol,Female,21,27
g570,35,62.3304204,2,Propriva,Male,16,29
e213,35,58.24585435,3,Naftisol,Male,8,27
q483,35,59.25348433,1,Ceftamin,Male,6,26
c757,35,64.29116351,2,Placebo,Male,9,27
a411,35,39.71723589,1,Ramicane,Male,3,22
o562,35,65.36076742,1,Propriva,Female,4,25
a685,35,58.09262925,1,Infubinol,Male,8,30
a897,35,64.0528731,3,Placebo,Male,7,28
o331,35,70.12623754,2,Ketapril,Male,24,30
q597,35,43.80720142,1,Ramicane,Male,20,25
j984,35,64.05539896,1,Stelasyn,Female,2,30
v295,35,61.89315267,3,Naftisol,Female,2,27
q582,35,53.71315792,2,Placebo,Male,5,30
k862,35,66.58072244,3,Stelasyn,Female,13,25
j119,35,43.76570537,1,Capomulin,Female,7,23
k210,35,63.32933023,1,Ceftamin,Male,15,28
y163,35,61.73019562,2,Infubinol,Female,17,27
a275,35,56.35353804,2,Ceftamin,Female,20,28
w350,35,56.68355758,1,Propriva,Male,7,26
s508,35,35.8461407,0,Ramicane,Male,1,17
k403,35,26.54699343,1,Ramicane,Male,21,16
a699,35,56.51068234,1,Propriva,Female,5,28
s710,35,44.16051879,1,Capomulin,Female,1,23
c402,35,65.8079627,2,Stelasyn,Female,1,27
c819,35,57.72953466,1,Ketapril,Male,21,25
x581,35,58.07758293,3,Ceftamin,Female,19,28
c139,35,67.82141969,1,Infubinol,Male,11,28
a262,35,66.56196302,4,Placebo,Female,17,29
m957,35,32.56283914,1,Capomulin,Female,3,19
b742,35,39.84757556,0,Capomulin,Male,7,21
c758,35,37.80238546,1,Ramicane,Male,9,17
v923,35,41.43924156,2,Capomulin,Female,19,21
w697,35,63.68904216,3,Stelasyn,Female,14,30
p981,35,59.13102297,1,Stelasyn,Male,20,29
t198,35,57.73594116,3,Propriva,Male,22,26
g791,35,30.96039194,1,Ramicane,Male,11,16
a262,40,69.59273198,4,Placebo,Female,17,29
a644,40,35.77945086,0,Ramicane,Female,7,17
i334,40,40.44237037,2,Ramicane,Female,8,20
a520,40,38.25972497,1,Ramicane,Male,13,21
k894,40,58.64705616,4,Zoniferol,Female,13,29
e662,40,44.00672385,2,Ramicane,Male,8,24
n364,40,34.95473311,1,Ramicane,Male,4,17
k403,40,24.36550471,1,Ramicane,Male,21,16
b128,40,38.3797259,2,Capomulin,Female,9,22
i177,40,35.55793279,2,Ramicane,Male,10,18
